"","participant","age","place","item","value","agreement","Sum","Svartid"
"806","21795381","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 11 sekund"
"807","21795417","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 2 sekund"
"808","21795535","50-59","volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 48 sekund"
"809","21795539","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 1 sekund"
"810","21795542",">70","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 36 sekund"
"811","21795561","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","47 sekund"
"812","21795563","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 20 sekund"
"813","21795572","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 14 sekund"
"814","21795590","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","50 sekund"
"815","21795837","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","58 sekund"
"816","21795841","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","55 sekund"
"817","21795844","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","41 sekund"
"818","21795846","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","42 sekund"
"819","21795858","60-69","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","54 sekund"
"820","21795877","30-39","Ørsya","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","27 sekund"
"821","21795879","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 49 sekund"
"822","21795886","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 10 sekund"
"823","21795972","20-29","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 49 sekund"
"824","21795999","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","40 sekund"
"825","21796020","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","54 sekund"
"826","21796037","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 1 sekund"
"827","21796071","50-59","Sande","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","48 sekund"
"828","21796075","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt"
"829","21796078","30-39","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 34 sekund"
"830","21796079","30-39","Ørstinje","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 26 sekund"
"831","21796082",">70","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 27 sekund"
"832","21796098","30-39","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 18 sekund"
"833","21796110","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 2 sekund"
"834","21796112","40-49","Vanylven","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 1 sekund"
"835","21796116","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","56 sekund"
"836","21796124","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 4 sekund"
"837","21796228","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","55 sekund"
"838","21796242","60-69","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","54 sekund"
"839","21796249","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 57 sekund"
"840","21796250","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 13 sekund"
"841","21796269","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 57 sekund"
"842","21796274","40-49","Ørsta/Vanylven","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 43 sekund"
"843","21796292","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","53 sekund"
"844","21796405","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 29 sekund"
"845","21796450","30-39","Vanylven","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","39 sekund"
"846","21797093","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 1 sekund"
"847","21797447","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 17 sekund"
"848","21797461","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 14 sekund"
"849","21797736","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","3 minutt 21 sekund"
"850","21797765","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","38 sekund"
"851","21797770","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt"
"852","21797789","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","34 sekund"
"853","21797869","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 4 sekund"
"854","21797873","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 18 sekund"
"855","21797883","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 59 sekund"
"856","21797899","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 4 sekund"
"857","21797902","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 3 sekund"
"858","21797903","50-59","Volda/Ålesund","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 20 sekund"
"859","21797905","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt"
"860","21797948","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 41 sekund"
"861","21798119","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","49 sekund"
"862","21798161",">70","Sula","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 1 sekund"
"863","21798201","60-69","Hareid","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 3 sekund"
"864","21798203","60-69","Ørsts","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 23 sekund"
"865","21798250","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt"
"866","21798251","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","50 sekund"
"867","21798254","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 31 sekund"
"868","21798753","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 20 sekund"
"869","21799060","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","53 sekund"
"870","21799065","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 25 sekund"
"871","21799068","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 13 sekund"
"872","21799069","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","51 sekund"
"873","21799070","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 33 sekund"
"874","21799080","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 11 sekund"
"875","21799083","60-69","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 16 sekund"
"876","21799087","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","54 sekund"
"877","21799088","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","55 sekund"
"878","21799090","40-49","Ørsts","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 34 sekund"
"879","21799098","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 44 sekund"
"880","21799621","60-69","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 23 sekund"
"881","21799633","40-49","Herøy","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 11 sekund"
"882","21799636","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 28 sekund"
"883","21799642","60-69","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 43 sekund"
"884","21799657","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 23 sekund"
"885","21799684","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 6 sekund"
"886","21800065","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","5 timar 44 minutt 2 sekund"
"887","21800070","30-39","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","3 minutt 14 sekund"
"888","21800103","50-59","Herøy","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 3 sekund"
"889","21800119","50-59","volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 59 sekund"
"890","21800121","50-59","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 5 sekund"
"891","21800183","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 24 sekund"
"892","21800187",">70","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 34 sekund"
"893","21800230","40-49","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","57 sekund"
"894","21800243","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 14 sekund"
"895","21800245","50-59","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 5 sekund"
"896","21800251","50-59","Herøy","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 14 sekund"
"897","21800254","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 25 sekund"
"898","21800258",">70","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 1 sekund"
"899","21800316","40-49","Volda","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","58 sekund"
"900","21800337","50-59","Vanylven","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","1 minutt 26 sekund"
"901","21800349","60-69","Ørsta","X70.prosent.av.bygningane.i.Norge.va..BYGD...BYGDE..etter.krigen","bygde",1,"0","2 minutt 7 sekund"
"902","21794624","30-39","Fjord","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 48 sekund"
"903","21794690","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 2 sekund"
"904","21794763","20-29","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","52 sekund"
"905","21794785","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 6 sekund"
"906","21794818","30-39","Sula","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","45 sekund"
"907","21794822","20-29","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 4 sekund"
"908","21794836","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 36 sekund"
"909","21794858","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 1 sekund"
"910","21794859","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 18 sekund"
"911","21794954","40-49","Sykkylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 14 sekund"
"912","21794967","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 12 sekund"
"913","21794987","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 53 sekund"
"914","21795069","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","50 sekund"
"915","21795144","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","4 minutt 1 sekund"
"916","21795145","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 15 sekund"
"917","21795165","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","2 minutt 6 sekund"
"918","21795169","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 13 sekund"
"919","21795200","30-39","Giske","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 25 sekund"
"920","21795381","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 11 sekund"
"921","21795408","50-59","Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 16 sekund"
"922","21795479","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 29 sekund"
"923","21795524","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","41 sekund"
"924","21795541","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 29 sekund"
"925","21795563","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 20 sekund"
"926","21795564","50-59","Stranda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 35 sekund"
"927","21795844","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","41 sekund"
"928","21795968","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","4 minutt 28 sekund"
"929","21795972","20-29","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 49 sekund"
"930","21795999","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","40 sekund"
"931","21796001","30-39","Fjord","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","54 sekund"
"932","21796037","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 1 sekund"
"933","21796046","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 16 sekund"
"934","21796058","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 53 sekund"
"935","21796066","60-69","Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 4 sekund"
"936","21796124","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 4 sekund"
"937","21796194","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","45 sekund"
"938","21796195","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","55 sekund"
"939","21796269","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 57 sekund"
"940","21796445","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 38 sekund"
"941","21797475","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","58 sekund"
"942","21797736","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","3 minutt 21 sekund"
"943","21797780","50-59","Ulstein","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 13 sekund"
"944","21797850","<20","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","28 sekund"
"945","21797900","30-39","Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 31 sekund"
"946","21797910","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 26 sekund"
"947","21798119","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","49 sekund"
"948","21798209","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","3 minutt 42 sekund"
"949","21798255","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 15 sekund"
"950","21799069","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","51 sekund"
"951","21799646","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 48 sekund"
"952","21799657","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 23 sekund"
"953","21800055","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 5 sekund"
"954","21800065","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","5 timar 44 minutt 2 sekund"
"955","21800075","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 36 sekund"
"956","21800208","20-29","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 2 sekund"
"957","21800230","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","57 sekund"
"958","21800383","60-69","Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 40 sekund"
"959","21800397","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydd",0,"0","1 minutt 9 sekund"
"960","21794093","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 6 sekund"
"961","21794628","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","44 sekund"
"962","21794643","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 14 sekund"
"963","21794667","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","58 sekund"
"964","21794670","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","59 sekund"
"965","21794673","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 8 sekund"
"966","21794675","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 5 sekund"
"967","21794680","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 33 sekund"
"968","21794681","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 56 sekund"
"969","21794683","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","49 sekund"
"970","21794685","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 16 sekund"
"971","21794696","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 36 sekund"
"972","21794699","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 2 sekund"
"973","21794761","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","47 sekund"
"974","21794764","40-49","Ulstein","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"975","21794767","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 4 sekund"
"976","21794772","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 26 sekund"
"977","21794780","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","47 sekund"
"978","21794798","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 13 sekund"
"979","21794801","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","46 sekund"
"980","21794831","50-59","Ørsta (utflytta i over 35 år)","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 32 sekund"
"981","21794832","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 29 sekund"
"982","21794833","50-59","Ulstein","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 16 sekund"
"983","21794834","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 29 sekund"
"984","21794857","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"985","21794945","50-59","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 5 sekund"
"986","21794946","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"987","21794947","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 8 sekund"
"988","21794952","30-39","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","51 sekund"
"989","21794968","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 42 sekund"
"990","21794973","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","49 sekund"
"991","21794974","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","20 sekund"
"992","21794976","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 48 sekund"
"993","21794979","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 3 sekund"
